,match_id,batting_team,bowling_team,runs_x,current_score,wickets_left,crr,city,runs_y,balls_left,last_five
12144,136,Pakistan,Australia,1,87,9,7.57,Abu Dhabi,155,51,40.0
89492,2524,West Indies,West Indies,2,136,6,7.77,Wellington,159,15,39.0
61722,2243,New Zealand,New Zealand,1,24,9,7.58,Johannesburg,190,101,39.0
35119,714,West Indies,Pakistan,1,47,10,11.75,Karachi,207,96,35.0
99591,2652,South Africa,South Africa,1,133,8,11.4,Mumbai,229,50,35.0
27576,481,Australia,Sri Lanka,1,140,6,7.92,Sydney,164,14,35.0
53407,1727,South Africa,Pakistan,0,24,8,9.6,Durban,183,105,35.0
64890,2271,Pakistan,Bangladesh,2,105,7,9.4,Karachi,203,53,35.0
91680,2553,India,India,0,53,7,6.24,Mirpur,159,69,49.0
9340,110,Pakistan,Australia,0,81,8,8.38,Harare,194,62,46.0
11343,130,Bangladesh,West Indies,4,47,9,9.72,Dhaka,211,91,47.0
60965,2236,West Indies,West Indies,0,0,9,0.0,Johannesburg,164,116,47.0
74000,2356,Pakistan,Pakistan,0,87,7,7.35,Birmingham,162,49,48.0
27843,484,Australia,Sri Lanka,1,1,10,1.5,Melbourne,154,116,48.0
30008,561,West Indies,South Africa,2,20,10,4.8,Dubai,143,95,49.0
45860,1220,South Africa,Australia,1,45,8,10.0,Durban,164,93,51.0
102396,2693,Sri Lanka,Sri Lanka,4,97,10,7.46,Mirpur,150,42,56.0
47655,1257,India,West Indies,1,97,6,7.76,Lauderhill,165,45,57.0
35998,755,India,South Africa,4,20,10,5.45,Perth,133,98,53.0
79502,2413,West Indies,West Indies,0,49,9,7.17,Mirpur,132,79,54.0
16224,216,New Zealand,England,1,2,10,3.0,Christchurch,153,116,49.0
41269,998,Pakistan,England,1,36,10,8.0,Karachi,166,93,45.0
71801,2338,South Africa,South Africa,4,130,7,7.88,Barbados,170,21,49.0
52218,1552,India,South Africa,1,148,6,8.3,Bridgetown,176,13,51.0
9618,115,South Africa,Pakistan,4,155,9,10.45,Cape Town,192,31,51.0
97692,2622,New Zealand,Sri Lanka,1,120,9,8.28,Mount Maunganui,182,33,51.0
22918,426,South Africa,Pakistan,0,24,8,5.54,Lahore,164,94,51.0
31779,582,England,New Zealand,0,117,7,7.47,Abu Dhabi,166,26,52.0
35306,715,Pakistan,Australia,0,105,7,7.5,Lahore,162,36,54.0
98169,2626,New Zealand,Pakistan,1,97,7,8.31,Wellington,196,50,55.0
24114,435,South Africa,Pakistan,1,171,5,9.33,Johannesburg,188,10,58.0
33549,616,India,New Zealand,0,148,4,8.62,Kolkata,184,17,58.0
71689,2337,Pakistan,Pakistan,1,124,3,6.64,Barbados,147,8,57.0
15167,202,Australia,Australia,1,119,10,11.16,Cape Town,193,56,60.0
57288,1834,New Zealand,Pakistan,0,135,6,11.41,Auckland,204,49,62.0
61248,2239,England,England,4,35,9,5.83,Cape Town,135,84,55.0
9236,107,Pakistan,Australia,0,66,4,5.08,Harare,116,42,54.0
85030,2474,England,England,1,173,6,10.81,Auckland,214,24,55.0
42225,1007,India,Sri Lanka,2,173,2,8.65,Dubai,173,0,55.0
54112,1732,South Africa,West Indies,1,104,5,6.86,Tarouba,174,29,59.0
7690,84,India,Sri Lanka,0,0,10,0.0,Colombo,174,117,59.0
40265,984,Bangladesh,Pakistan,1,8,9,3.2,Christchurch,173,105,57.0
25202,447,West Indies,England,2,143,8,9.98,Bridgetown,224,34,59.0
47695,1257,India,West Indies,0,149,3,7.98,Lauderhill,165,8,56.0
56814,1830,New Zealand,Sri Lanka,6,82,9,8.95,Mount Maunganui,186,65,50.0
58033,1917,India,South Africa,1,87,9,11.35,Johannesburg,283,74,52.0
17609,229,India,West Indies,2,111,9,8.65,Lauderhill,167,43,51.0
79582,2413,West Indies,West Indies,0,131,2,6.61,Mirpur,132,1,53.0
58804,2198,Pakistan,Bangladesh,0,118,6,9.7,Lahore,201,47,46.0
85920,2482,West Indies,West Indies,0,17,9,7.85,Brisbane,191,107,47.0
54778,1738,England,West Indies,1,88,9,11.0,Gros Islet,218,72,47.0
94077,2576,England,Australia,1,62,8,6.2,Cardiff,182,60,48.0
12016,135,New Zealand,Sri Lanka,1,60,5,5.22,Auckland,179,51,46.0
60484,2229,South Africa,India,0,24,9,5.76,Johannesburg,126,95,43.0
69620,2317,England,England,1,4,9,2.67,Johannesburg,202,111,44.0
75076,2370,England,Pakistan,1,41,9,6.15,Dubai,148,80,45.0
67417,2297,South Africa,West Indies,0,32,10,7.68,London,183,95,46.0
36191,757,England,New Zealand,1,129,8,8.32,Brisbane,179,27,45.0
59807,2223,Australia,South Africa,1,128,8,9.72,Brisbane,209,41,49.0
39628,979,Pakistan,Bangladesh,1,1,10,2.0,Christchurch,167,117,48.0
29038,519,New Zealand,Bangladesh,0,59,1,3.61,Dhaka,60,22,44.0
47000,1229,West Indies,Australia,1,73,6,9.12,Perth,220,72,40.0
96007,2607,South Africa,Australia,4,18,10,8.31,Cape Town,178,107,40.0
71995,2340,Sri Lanka,Sri Lanka,4,70,9,8.4,Barbados,195,70,42.0
20687,404,Pakistan,New Zealand,6,60,5,5.22,Auckland,153,51,48.0
37015,768,Pakistan,England,1,62,8,6.64,Melbourne,137,64,47.0
88772,2513,Sri Lanka,Sri Lanka,1,11,9,4.71,Dubai,145,106,46.0
93351,2569,Pakistan,Pakistan,1,79,2,4.6,Dubai,96,17,46.0
102418,2693,Sri Lanka,Sri Lanka,4,123,8,7.38,Mirpur,150,20,45.0
6516,72,Sri Lanka,Pakistan,0,96,9,6.7,Abu Dhabi,124,34,42.0
81825,2436,Sri Lanka,Pakistan,2,107,8,6.62,Colombo,139,23,43.0
20311,393,Australia,India,1,102,8,8.38,Sydney,186,47,42.0
35606,747,Sri Lanka,Australia,0,6,9,3.0,Perth,157,108,41.0
77333,2392,Australia,Australia,1,86,6,6.37,Johannesburg,147,39,41.0
96016,2607,South Africa,Australia,1,43,10,11.73,Cape Town,178,98,36.0
30763,568,Australia,England,0,21,7,3.71,Dubai,125,86,36.0
89137,2515,Pakistan,Pakistan,4,159,5,8.08,Harare,161,2,36.0
69353,2314,New Zealand,West Indies,6,184,4,9.86,Hamilton,191,8,35.0
96019,2607,South Africa,Australia,0,47,9,11.28,Cape Town,178,95,36.0
19936,368,Sri Lanka,West Indies,1,86,6,6.97,Kandy,155,46,48.0
98425,2628,West Indies,West Indies,0,97,6,8.08,Colombo,162,48,49.0
92346,2559,South Africa,South Africa,2,127,7,8.47,Mirpur,172,30,48.0
68182,2303,Sri Lanka,Sri Lanka,2,77,8,8.25,Nottingham,158,64,48.0
94258,2577,New Zealand,Pakistan,1,131,3,6.89,Dubai,144,6,54.0
93020,2567,South Africa,West Indies,1,31,9,6.64,Cape Town,165,92,55.0
15122,202,Australia,Australia,4,46,10,12.0,Cape Town,193,97,55.0
15149,202,Australia,Australia,1,91,10,11.38,Cape Town,193,72,57.0
67615,2298,New Zealand,Pakistan,0,91,3,5.52,London,99,21,57.0
58805,2198,Pakistan,Bangladesh,1,119,6,9.78,Lahore,201,47,56.0
57587,1836,Pakistan,New Zealand,0,123,1,6.47,Wellington,128,6,53.0
32336,607,England,India,0,31,9,8.45,Nottingham,215,98,53.0
63138,2254,India,India,1,48,7,5.33,Durban,153,66,55.0
56743,1829,New Zealand,Sri Lanka,1,159,5,8.67,Mount Maunganui,172,10,55.0
91882,2556,Bangladesh,Australia,0,1,10,1.0,Mirpur,153,114,49.0
94504,2579,South Africa,South Africa,0,97,3,5.11,Melbourne,101,6,48.0
72226,2342,England,South Africa,0,37,9,8.88,Barbados,168,95,52.0
3972,44,Bangladesh,Bangladesh,1,129,5,7.82,Colombo,155,21,52.0
66363,2286,England,Pakistan,0,137,7,9.56,London,185,34,52.0
74974,2369,Pakistan,Pakistan,1,48,6,4.88,Dubai,129,61,54.0
77946,2399,South Africa,South Africa,1,73,6,5.54,Wellington,147,41,50.0
72647,2345,Pakistan,South Africa,4,81,6,6.57,St Lucia,148,46,45.0
77422,2393,Sri Lanka,Australia,0,57,8,7.28,Pallekele,198,73,46.0
38124,861,England,Australia,4,144,9,11.08,Perth,208,42,43.0
97467,2620,Sri Lanka,Sri Lanka,2,132,2,7.47,Southampton,140,14,44.0
92169,2558,Sri Lanka,West Indies,0,49,7,7.54,Mirpur,160,81,43.0
17312,225,India,India,6,50,9,9.68,Mount Maunganui,163,89,42.0
87377,2501,England,England,0,20,10,7.06,Melbourne,130,103,44.0
18524,278,England,Pakistan,0,3,9,1.8,Manchester,131,110,45.0
99580,2652,South Africa,South Africa,1,119,8,12.1,Mumbai,229,61,44.0
69029,2312,India,India,6,54,7,8.1,Wellington,149,80,44.0
67011,2293,New Zealand,New Zealand,2,196,5,9.88,Nottingham,198,1,38.0
28795,517,Sri Lanka,South Africa,1,96,4,6.62,Colombo,103,33,38.0
4560,52,Sri Lanka,India,0,101,6,8.42,Colombo,170,48,43.0
85760,2480,Australia,Sri Lanka,1,109,7,6.67,Sydney,137,22,41.0
17588,229,India,West Indies,1,74,9,7.79,Lauderhill,167,63,40.0
95518,2589,Pakistan,Pakistan,1,14,9,4.67,Colombo,175,102,40.0
44017,1073,Pakistan,New Zealand,4,65,8,7.96,Lahore,182,71,39.0
97359,2620,Sri Lanka,Sri Lanka,0,0,10,0.0,Southampton,140,119,38.0
54477,1736,West Indies,England,1,2,10,6.0,Bridgetown,158,118,37.0
79887,2420,Pakistan,Pakistan,4,15,10,6.0,Pallekele,177,105,36.0
16121,215,India,West Indies,2,52,10,12.0,Mumbai,240,94,36.0
101868,2687,Pakistan,Pakistan,0,26,8,6.0,Mirpur,83,94,36.0
9284,110,Pakistan,Australia,0,4,10,4.8,Harare,194,115,37.0
35696,747,Sri Lanka,Australia,0,111,5,6.8,Perth,157,22,33.0
97402,2620,Sri Lanka,Sri Lanka,0,58,8,8.49,Southampton,140,79,33.0
45894,1220,South Africa,Australia,4,79,6,7.77,Durban,164,59,32.0
79928,2420,Pakistan,Pakistan,1,87,9,9.49,Pallekele,177,65,32.0
85109,2475,New Zealand,England,1,76,9,8.44,Hamilton,192,66,31.0
85043,2474,England,England,1,196,5,10.79,Auckland,214,11,30.0
89512,2525,England,India,2,6,10,12.0,Birmingham,180,117,31.0
78591,2404,Pakistan,Pakistan,0,118,4,6.74,Harare,141,15,27.0
99398,2650,Pakistan,Pakistan,2,200,5,10.08,Kolkata,201,1,30.0
102080,2690,Sri Lanka,Sri Lanka,0,4,10,3.43,Mirpur,138,113,33.0
59698,2222,Sri Lanka,Sri Lanka,2,139,3,8.6,Southampton,163,23,33.0
74337,2359,Pakistan,Pakistan,1,59,8,7.08,Dubai,161,70,33.0
95778,2605,Australia,Australia,2,54,9,10.8,Durban,157,90,34.0
86613,2493,Sri Lanka,Bangladesh,0,14,10,10.5,Pallekele,198,112,34.0
840,11,New Zealand,Bangladesh,1,108,7,7.53,Mount Maunganui,194,34,29.0
81566,2434,Pakistan,Pakistan,1,97,8,7.01,Colombo,149,37,32.0
4874,55,New Zealand,West Indies,0,157,9,11.92,Mount Maunganui,243,41,32.0
86488,2487,India,Pakistan,0,5,10,7.5,Ahmedabad,192,116,32.0
43497,1057,New Zealand,England,6,171,7,9.77,Birmingham,202,15,32.0
93094,2567,South Africa,West Indies,4,131,6,7.86,Cape Town,165,20,35.0
857,11,New Zealand,Bangladesh,1,151,7,8.8,Mount Maunganui,194,17,36.0
18116,248,Sri Lanka,New Zealand,0,101,5,6.52,Kandy,125,27,36.0
83103,2457,West Indies,West Indies,0,13,10,15.6,Lauderhill,177,115,35.0
53201,1692,Australia,Pakistan,1,67,7,8.93,Sydney,147,75,37.0
40905,995,Pakistan,England,1,49,10,8.4,Karachi,158,85,36.0
80841,2428,New Zealand,New Zealand,1,108,5,6.55,Pallekele,148,21,35.0
87454,2501,England,England,0,96,3,6.33,Melbourne,130,29,40.0
73642,2353,New Zealand,Australia,4,103,6,6.65,Wellington,118,27,43.0
19958,368,Sri Lanka,West Indies,1,107,5,6.76,Kandy,155,25,44.0
46965,1229,West Indies,Australia,1,12,8,5.14,Perth,220,106,44.0
53271,1692,Australia,Pakistan,2,143,3,7.46,Sydney,147,5,43.0
69056,2312,India,India,0,73,7,6.54,Wellington,149,53,44.0
50760,1523,Australia,England,0,55,10,13.75,Bridgetown,201,96,45.0
35701,747,Sri Lanka,Australia,1,120,5,6.99,Perth,157,17,39.0
29592,557,South Africa,Australia,0,65,6,5.65,Abu Dhabi,118,51,35.0
93805,2574,New Zealand,Pakistan,1,35,7,5.68,Dubai,135,83,54.0
8920,93,West Indies,Pakistan,1,124,5,6.83,Karachi,153,11,53.0
102652,2696,Australia,Australia,4,253,8,12.97,Pallekele,263,3,51.0
76771,2388,Pakistan,South Africa,1,32,9,8.35,Abu Dhabi,119,97,51.0
92969,2564,Bangladesh,Sri Lanka,0,91,3,5.63,Chittagong,120,23,51.0
88451,2510,South Africa,Australia,6,67,7,6.38,Centurion,128,57,45.0
24371,437,South Africa,Pakistan,2,203,6,10.24,Centurion,203,1,42.0
7403,79,Sri Lanka,India,6,106,4,6.56,Mumbai,135,23,44.0
25962,466,South Africa,West Indies,2,118,6,7.53,St George's,160,26,47.0
22184,420,South Africa,England,1,37,9,6.94,Cape Town,191,88,48.0
21479,411,Australia,New Zealand,0,1,10,2.0,Wellington,142,117,46.0
102210,2691,Pakistan,Pakistan,0,8,9,4.0,Mirpur,129,108,40.0
67835,2300,England,India,1,94,7,6.88,London,153,38,41.0
92645,2562,Pakistan,Pakistan,1,25,10,6.25,Cape Town,176,96,41.0
68263,2304,South Africa,South Africa,0,23,9,9.2,Nottingham,130,105,39.0
3238,30,England,New Zealand,0,165,5,9.25,Hamilton,194,13,40.0
89614,2525,England,India,1,131,5,7.56,Birmingham,180,16,37.0
88749,2512,South Africa,South Africa,2,144,7,7.78,Dubai,150,9,37.0
72043,2340,Sri Lanka,Sri Lanka,6,142,9,8.88,Barbados,195,24,37.0
31971,584,New Zealand,Australia,2,32,9,5.33,Dubai,172,84,35.0
84089,2465,England,New Zealand,0,2,9,6.0,London,2,118,35.0
1024,13,South Africa,South Africa,0,32,7,7.38,Southampton,142,94,29.0
77640,2395,Australia,India,6,26,10,9.18,Sydney,171,103,29.0
64543,2265,England,England,4,192,4,9.76,Christchurch,193,2,30.0
85726,2480,Australia,Sri Lanka,0,60,7,5.54,Sydney,137,55,33.0
19720,366,Bangladesh,Bangladesh,1,119,5,6.55,Lahore,136,11,34.0
33932,619,India,West Indies,1,133,6,7.75,Kolkata,184,17,33.0
30619,567,Sri Lanka,South Africa,4,14,10,7.0,Sharjah,142,108,30.0
30759,568,Australia,England,2,19,7,3.8,Dubai,125,90,37.0
56796,1830,New Zealand,Sri Lanka,1,53,9,7.95,Mount Maunganui,186,80,38.0
28744,517,Sri Lanka,South Africa,0,52,8,8.43,Colombo,103,83,35.0
26188,468,South Africa,West Indies,1,103,7,8.47,St George's,167,47,34.0
54549,1736,West Indies,England,0,70,6,6.36,Bridgetown,158,54,39.0
102213,2691,Pakistan,Pakistan,0,8,9,3.2,Mirpur,129,105,39.0
91159,2548,Australia,West Indies,0,41,7,7.24,Mirpur,178,86,38.0
22246,420,South Africa,England,2,116,7,7.4,Cape Town,191,26,38.0
32045,584,New Zealand,Australia,1,149,6,8.28,Dubai,172,12,38.0
83044,2456,West Indies,West Indies,1,91,9,7.48,Lauderhill,209,47,38.0
21682,412,New Zealand,Bangladesh,1,106,8,8.48,Hamilton,210,45,38.0
84836,2473,Pakistan,Pakistan,0,35,9,7.24,Centurion,195,91,39.0
89927,2528,New Zealand,New Zealand,1,53,7,6.24,Pallekele,142,69,45.0
45254,1143,India,New Zealand,0,80,9,10.43,Ahmedabad,234,74,42.0
102742,2697,Sri Lanka,Australia,0,86,3,6.07,Colombo,128,35,52.0
22710,424,Pakistan,South Africa,6,77,7,7.45,Lahore,169,58,52.0
70704,2325,West Indies,West Indies,1,104,3,6.0,Sydney,138,16,57.0
92389,2560,India,Sri Lanka,4,9,9,4.15,Mirpur,130,107,58.0
33780,618,India,West Indies,0,98,7,7.44,Kolkata,186,41,61.0
24139,436,Pakistan,South Africa,1,10,9,4.0,Johannesburg,140,105,60.0
48188,1330,Australia,England,1,191,4,9.55,Cardiff,193,0,57.0
20519,402,New Zealand,West Indies,1,62,8,8.09,Mount Maunganui,238,74,56.0
64993,2272,Australia,Australia,1,50,9,6.67,Manchester,145,75,60.0
1040,13,South Africa,South Africa,1,47,7,6.71,Southampton,142,78,60.0
70349,2322,New Zealand,New Zealand,1,138,2,6.96,Colombo,141,1,60.0
22791,425,Pakistan,South Africa,4,31,9,8.86,Lahore,144,99,64.0
93645,2573,South Africa,West Indies,0,1,10,1.2,Durban,195,115,58.0
73063,2349,Sri Lanka,Sri Lanka,4,4,10,24.0,St Lucia,128,119,60.0
62107,2246,Pakistan,Sri Lanka,1,23,8,6.0,Johannesburg,189,97,60.0
76285,2384,New Zealand,Pakistan,1,43,9,8.06,Hamilton,185,88,60.0
16890,221,New Zealand,India,0,178,6,10.47,Auckland,203,18,60.0
21102,407,New Zealand,Australia,1,173,5,8.87,Christchurch,184,3,65.0
31998,584,New Zealand,Australia,2,61,9,5.81,Dubai,172,57,65.0
69093,2312,India,India,0,123,4,7.1,Wellington,149,16,66.0
39885,981,Bangladesh,New Zealand,0,18,9,6.75,Christchurch,137,104,65.0
78506,2404,Pakistan,Pakistan,2,22,8,6.0,Harare,141,98,59.0
96309,2611,New Zealand,New Zealand,1,91,8,8.53,Harare,198,56,58.0
76985,2389,West Indies,Pakistan,1,141,5,7.49,St Lucia,150,7,56.0
8170,87,Sri Lanka,India,1,125,4,8.15,Colombo,152,28,48.0
2293,23,Pakistan,West Indies,4,51,9,6.8,Dubai,160,75,26.0
37926,860,Australia,West Indies,1,9,10,7.71,Brisbane,178,113,25.0
46539,1225,England,West Indies,0,173,8,12.66,Tarouba,267,38,25.0
18000,247,Sri Lanka,New Zealand,2,127,5,7.78,Kandy,161,22,25.0
47750,1327,England,Pakistan,0,69,9,8.81,Birmingham,183,73,24.0
2998,29,New Zealand,Australia,4,4,10,24.0,Auckland,243,119,29.0
72261,2342,England,South Africa,1,82,9,8.2,Barbados,168,60,28.0
70620,2325,West Indies,West Indies,0,26,9,7.09,Sydney,138,98,31.0
62930,2252,Sri Lanka,Sri Lanka,0,79,3,5.1,Cape Town,101,27,31.0
44013,1073,Pakistan,New Zealand,0,55,8,7.33,Lahore,182,75,31.0
59822,2223,Australia,South Africa,1,156,8,9.96,Brisbane,209,26,29.0
73465,2352,Bangladesh,Bangladesh,0,19,9,5.43,Hamilton,78,99,30.0
62208,2247,New Zealand,New Zealand,1,1,10,6.0,Durban,164,119,37.0
32062,605,India,England,0,2,10,4.0,Southampton,198,117,36.0
26266,469,West Indies,South Africa,1,34,8,8.87,St George's,167,97,40.0
97080,2617,England,Pakistan,4,96,4,6.62,Sharjah,154,33,42.0
69420,2315,India,India,0,82,4,8.48,Christchurch,162,62,42.0
97609,2622,New Zealand,Sri Lanka,4,8,10,12.0,Mount Maunganui,182,116,38.0
7386,79,Sri Lanka,India,1,88,4,6.52,Mumbai,135,39,45.0
44698,1138,India,Sri Lanka,4,149,5,7.84,Mumbai,162,6,45.0
75714,2377,New Zealand,Sri Lanka,1,57,7,5.43,Lauderhill,120,57,46.0
19127,283,Sri Lanka,Sri Lanka,0,23,10,9.2,Lahore,147,105,47.0
80780,2428,New Zealand,New Zealand,0,42,8,6.3,Pallekele,148,80,48.0
26547,471,West Indies,Australia,1,39,7,4.68,Gros Islet,145,70,42.0
28408,507,Bangladesh,Australia,1,56,6,4.67,Dhaka,104,48,42.0
21101,407,New Zealand,Australia,4,172,5,8.9,Christchurch,184,4,43.0
75278,2371,Australia,Sri Lanka,1,116,3,6.0,Perth,133,4,44.0
79071,2409,Sri Lanka,Sri Lanka,1,125,6,7.73,Abu Dhabi,141,23,44.0
1047,13,South Africa,South Africa,1,54,7,6.61,Southampton,142,71,39.0
83107,2457,West Indies,West Indies,4,18,9,13.5,Lauderhill,177,112,40.0
81931,2437,West Indies,West Indies,1,100,8,7.79,Colombo,205,43,38.0
11001,127,Bangladesh,West Indies,1,89,8,9.89,Lauderhill,184,66,37.0
8363,89,Sri Lanka,Bangladesh,1,39,6,5.32,Colombo,159,76,38.0
36499,762,Sri Lanka,England,6,51,9,10.55,Sydney,141,91,39.0
16140,215,India,West Indies,2,85,10,11.33,Mumbai,240,75,33.0
2997,28,New Zealand,England,1,196,5,9.8,Wellington,196,0,33.0
72951,2348,West Indies,Australia,0,12,9,10.29,St Lucia,105,113,31.0
3208,30,England,New Zealand,0,120,7,9.35,Hamilton,194,43,32.0
68439,2305,Pakistan,South Africa,2,90,8,7.83,Nottingham,149,51,28.0
36924,767,India,England,4,100,7,6.67,Adelaide,168,30,25.0
31223,574,Bangladesh,Australia,0,2,9,1.5,Dubai,73,112,26.0
59036,2200,Bangladesh,Pakistan,1,93,10,9.96,Lahore,196,64,21.0
67243,2295,Sri Lanka,Sri Lanka,1,128,7,8.08,London,150,25,21.0
53549,1728,Pakistan,South Africa,4,43,9,7.37,Centurion,206,85,21.0
72065,2340,Sri Lanka,Sri Lanka,1,185,8,9.57,Barbados,195,4,23.0
83175,2457,West Indies,West Indies,1,90,8,7.3,Lauderhill,177,46,23.0
9173,107,Pakistan,Australia,0,12,8,4.24,Harare,116,103,26.0
96083,2607,South Africa,Australia,0,121,7,8.25,Cape Town,178,32,25.0
12844,142,West Indies,India,0,31,7,5.64,Kolkata,109,87,26.0
50848,1523,Australia,England,4,185,5,10.28,Bridgetown,201,12,26.0
37321,810,Sri Lanka,Australia,1,122,1,6.15,Colombo,124,1,25.0
46535,1225,England,West Indies,6,172,9,13.23,Tarouba,267,42,28.0
9699,116,South Africa,Pakistan,1,55,10,6.88,Johannesburg,188,72,28.0
48921,1340,New Zealand,Pakistan,0,72,9,10.29,Hamilton,194,78,26.0
72333,2343,West Indies,India,0,4,10,2.67,Barbados,169,111,27.0
46679,1226,England,West Indies,0,121,5,7.41,Tarouba,132,22,27.0
67110,2294,England,South Africa,0,92,2,5.81,Nottingham,111,25,27.0
3000,29,New Zealand,Australia,0,4,10,8.0,Auckland,243,117,31.0
16454,217,New Zealand,England,6,159,3,8.59,Wellington,176,9,31.0
81169,2431,Pakistan,Pakistan,0,57,6,6.11,Colombo,128,64,31.0
79507,2413,West Indies,West Indies,1,54,9,7.04,Mirpur,132,74,31.0
20197,392,Australia,India,1,126,7,9.11,Sydney,194,37,30.0
1991,20,West Indies,West Indies,0,235,7,12.26,Lauderhill,245,5,30.0
59935,2224,West Indies,West Indies,0,79,5,5.64,Auckland,126,36,32.0
5175,58,Pakistan,New Zealand,0,12,10,7.2,Mount Maunganui,181,110,32.0
80747,2428,New Zealand,New Zealand,0,7,9,4.67,Pallekele,148,111,32.0
33170,613,Bangladesh,Pakistan,1,96,7,5.94,Dhaka,124,23,33.0
47489,1256,West Indies,India,1,55,8,9.17,Lauderhill,178,84,32.0
78425,2403,Pakistan,Pakistan,1,103,9,9.66,Harare,198,56,32.0
16748,220,New Zealand,England,0,83,9,16.06,Auckland,146,89,32.0
63952,2261,Australia,Australia,0,29,9,7.91,Mumbai,166,98,31.0
65329,2275,South Africa,Australia,1,52,8,6.78,Centurion,156,74,37.0
2371,23,Pakistan,West Indies,4,159,6,8.02,Dubai,160,1,39.0
28508,508,Bangladesh,Australia,0,56,9,7.0,Dhaka,122,72,39.0
75381,2372,Australia,England,1,121,7,7.64,Adelaide,157,25,39.0
97740,2623,Sri Lanka,Sri Lanka,1,12,9,5.14,Auckland,142,106,36.0
78323,2402,India,England,2,87,4,5.87,Kolkata,120,31,37.0
89718,2526,Sri Lanka,Sri Lanka,2,115,6,7.93,London,183,33,37.0
94923,2584,South Africa,South Africa,1,45,8,6.43,Mirpur,148,78,38.0
3928,44,Bangladesh,Bangladesh,0,74,6,7.79,Colombo,155,63,38.0
23360,429,India,England,1,101,5,6.25,Ahmedabad,156,23,39.0
46903,1228,Australia,West Indies,0,138,7,11.04,Adelaide,241,45,39.0
98396,2628,West Indies,West Indies,2,70,8,9.33,Colombo,162,75,37.0
20844,405,Pakistan,New Zealand,1,131,5,7.56,Hamilton,163,16,37.0
13899,172,Sri Lanka,Sri Lanka,0,1,10,3.0,Brisbane,117,118,38.0
92428,2560,India,Sri Lanka,0,49,9,5.65,Mirpur,130,68,36.0
3908,44,Bangladesh,Bangladesh,0,58,7,9.41,Colombo,155,83,36.0
28136,505,Australia,Bangladesh,2,42,8,5.36,Dhaka,121,73,36.0
2991,28,New Zealand,England,0,181,5,9.36,Wellington,196,4,35.0
75888,2379,Pakistan,South Africa,1,8,10,6.86,Abu Dhabi,120,113,40.0
27886,484,Australia,Sri Lanka,0,39,8,4.98,Melbourne,154,73,39.0
81963,2437,West Indies,West Indies,4,163,7,8.97,Colombo,205,11,40.0
77499,2393,Sri Lanka,Australia,0,198,7,9.9,Pallekele,198,0,33.0
96997,2617,England,Pakistan,2,7,9,5.25,Sharjah,154,112,29.0
79243,2411,England,Pakistan,1,36,9,7.45,Dubai,150,91,25.0
98309,2627,Sri Lanka,West Indies,1,127,8,9.07,Pallekele,215,36,24.0
31201,571,Bangladesh,South Africa,1,71,3,4.44,Abu Dhabi,84,24,24.0
18264,275,England,Australia,0,153,3,7.91,Southampton,162,4,21.0
30129,562,New Zealand,Pakistan,1,16,10,4.36,Sharjah,134,98,20.0
81373,2433,Sri Lanka,England,0,17,10,6.8,Pallekele,169,105,20.0
96385,2612,India,India,1,29,10,9.16,Adelaide,188,101,19.0
79251,2411,England,Pakistan,1,47,8,7.62,Dubai,150,83,19.0
10617,124,Australia,India,1,54,10,7.36,Sydney,164,76,20.0
44312,1075,New Zealand,Pakistan,0,123,7,7.61,Lahore,163,23,20.0
9696,116,South Africa,Pakistan,1,50,10,6.67,Johannesburg,188,75,21.0
29163,520,Bangladesh,New Zealand,0,141,4,7.05,Dhaka,141,0,20.0
21345,409,Australia,New Zealand,3,198,6,10.61,Wellington,208,8,19.0
741,10,New Zealand,Bangladesh,1,180,5,9.91,Mount Maunganui,195,11,17.0
25672,464,India,Sri Lanka,0,54,9,6.0,Colombo,132,66,20.0
10975,127,Bangladesh,West Indies,0,61,9,13.07,Lauderhill,184,92,19.0
70306,2322,New Zealand,New Zealand,1,89,7,6.94,Colombo,141,43,19.0
91943,2556,Bangladesh,Australia,6,77,8,7.22,Mirpur,153,56,19.0
32386,607,England,India,1,109,7,9.48,Nottingham,215,51,19.0
72815,2346,New Zealand,New Zealand,1,147,4,7.41,St Lucia,149,1,22.0
60189,2226,Australia,England,4,161,5,10.62,Sydney,221,29,18.0
56403,1827,Sri Lanka,India,6,41,9,8.79,Kandy,161,92,20.0
6865,75,India,South Africa,1,86,7,8.46,Centurion,188,59,24.0
19727,366,Bangladesh,Bangladesh,1,126,5,6.57,Lahore,136,5,24.0
58069,1917,India,South Africa,1,179,9,13.26,Johannesburg,283,39,25.0
91326,2549,Bangladesh,India,0,78,6,6.32,Mirpur,138,46,26.0
81699,2435,India,South Africa,1,111,6,7.16,Colombo,152,27,26.0
11622,132,New Zealand,India,0,87,9,9.85,Wellington,219,67,25.0
67715,2299,Sri Lanka,Sri Lanka,1,98,6,6.84,London,144,34,26.0
69311,2314,New Zealand,West Indies,1,132,9,10.85,Hamilton,191,47,24.0
22321,421,Pakistan,England,1,61,10,8.13,Nottingham,232,75,26.0
26304,469,West Indies,South Africa,0,67,7,6.59,St George's,167,59,31.0
8551,90,Bangladesh,India,4,144,4,8.07,Colombo,166,13,31.0
73577,2353,New Zealand,Australia,4,17,8,3.64,Wellington,118,92,31.0
52163,1552,India,South Africa,1,70,7,7.5,Bridgetown,176,64,37.0
