,match_id,batting_team,bowling_team,runs_x,current_score,wickets_left,crr,city,runs_y,balls_left,last_five
76094,2382,India,India,1,120,6,8.28,Durban,168,33,25.0
9637,115,South Africa,Pakistan,1,178,6,9.89,Cape Town,192,12,28.0
86519,2487,India,Pakistan,1,47,9,8.06,Ahmedabad,192,85,28.0
17301,225,India,India,1,28,9,8.0,Mount Maunganui,163,99,28.0
92164,2558,Sri Lanka,West Indies,2,47,8,8.29,Mirpur,160,86,27.0
9867,117,Pakistan,Pakistan,4,116,5,8.09,Centurion,168,34,26.0
92027,2557,West Indies,West Indies,1,22,9,6.29,Mirpur,166,99,28.0
26746,472,West Indies,Australia,1,189,6,9.53,Gros Islet,196,1,27.0
35975,752,New Zealand,Sri Lanka,1,163,3,8.15,Sydney,167,0,31.0
99541,2652,South Africa,South Africa,0,41,10,12.3,Mumbai,229,100,30.0
72949,2348,West Indies,Australia,1,11,9,11.0,St Lucia,105,114,29.0
62388,2248,Australia,Pakistan,0,80,7,8.89,Johannesburg,164,66,29.0
64311,2264,England,England,0,11,10,7.33,Auckland,184,111,30.0
5600,64,England,Australia,1,134,7,11.17,Birmingham,221,48,30.0
100866,2663,Sri Lanka,Sri Lanka,0,0,10,0.0,Delhi,120,118,30.0
13962,172,Sri Lanka,Sri Lanka,6,73,6,6.95,Brisbane,117,57,30.0
91375,2551,South Africa,South Africa,1,1,10,3.0,Chittagong,196,118,30.0
80853,2428,New Zealand,New Zealand,6,132,5,7.14,Pallekele,148,9,28.0
19120,283,Sri Lanka,Sri Lanka,0,12,10,7.2,Lahore,147,110,28.0
33617,617,West Indies,India,0,55,8,6.6,Kolkata,157,70,29.0
60879,2232,West Indies,West Indies,0,76,10,9.91,Johannesburg,205,74,30.0
41260,998,Pakistan,England,2,23,10,7.67,Karachi,166,102,31.0
9532,115,South Africa,Pakistan,4,5,10,7.5,Cape Town,192,116,37.0
66538,2289,Pakistan,Pakistan,1,22,10,7.76,London,175,103,37.0
80673,2427,India,India,0,68,8,7.16,Colombo,140,63,37.0
67572,2298,New Zealand,Pakistan,0,55,6,5.69,London,99,62,41.0
20335,393,Australia,India,2,143,8,9.13,Sydney,186,26,41.0
39937,981,Bangladesh,New Zealand,0,67,6,6.0,Christchurch,137,53,42.0
83745,2462,India,England,4,43,9,8.32,Mumbai,177,89,43.0
76964,2389,West Indies,Pakistan,0,118,7,7.61,St Lucia,150,27,45.0
1014,13,South Africa,South Africa,0,25,8,9.38,Southampton,142,104,44.0
32043,584,New Zealand,Australia,0,148,7,8.38,Dubai,172,14,43.0
83547,2460,India,India,4,104,8,7.9,Pallekele,155,41,39.0
91393,2551,South Africa,South Africa,0,28,10,9.33,Chittagong,196,102,32.0
80319,2424,New Zealand,New Zealand,1,91,9,7.91,Pallekele,174,51,33.0
41022,996,England,Pakistan,0,37,10,7.93,Karachi,199,92,31.0
60022,2225,South Africa,Australia,1,65,9,8.12,Johannesburg,201,72,32.0
17369,225,India,India,2,111,8,7.57,Mount Maunganui,163,32,33.0
11567,131,West Indies,West Indies,1,190,1,9.91,Dhaka,190,5,34.0
93267,2569,Pakistan,Pakistan,4,22,8,5.74,Dubai,96,97,38.0
70451,2323,New Zealand,New Zealand,2,143,7,8.67,Colombo,170,21,38.0
96520,2613,India,India,1,34,10,7.85,Melbourne,184,94,36.0
22332,421,Pakistan,England,1,77,10,8.25,Nottingham,232,64,34.0
85826,2481,Sri Lanka,Sri Lanka,0,39,7,5.85,Melbourne,161,80,40.0
30474,565,Sri Lanka,Australia,4,148,4,7.72,Dubai,154,5,39.0
77783,2396,Australia,India,2,42,8,7.0,Melbourne,131,84,38.0
59033,2200,Bangladesh,Pakistan,2,90,10,10.19,Lahore,196,67,43.0
89295,2523,New Zealand,West Indies,4,49,9,9.48,Auckland,189,89,43.0
36738,766,New Zealand,Pakistan,1,25,9,5.77,Sydney,152,94,38.0
85137,2475,New Zealand,England,4,116,8,8.49,Hamilton,192,38,39.0
102529,2694,Bangladesh,India,0,116,5,8.0,Mirpur,120,33,40.0
81947,2437,West Indies,West Indies,1,134,8,8.65,Colombo,205,27,39.0
28888,518,Sri Lanka,South Africa,0,67,6,5.91,Colombo,120,52,40.0
102392,2693,Sri Lanka,Sri Lanka,1,92,10,7.46,Mirpur,150,46,46.0
45839,1220,South Africa,Australia,0,10,10,8.57,Durban,164,113,48.0
82222,2439,West Indies,West Indies,2,169,6,8.38,Nottingham,172,0,49.0
28382,507,Bangladesh,Australia,0,38,9,4.96,Dhaka,104,74,50.0
51907,1550,India,Australia,1,76,9,10.86,Gros Islet,205,78,53.0
19218,283,Sri Lanka,Sri Lanka,4,125,6,7.35,Lahore,147,18,55.0
63099,2254,India,India,0,15,10,5.62,Durban,153,104,60.0
28012,504,Bangladesh,Australia,0,40,8,5.22,Dhaka,131,74,55.0
75135,2370,England,Pakistan,1,111,8,6.8,Dubai,148,22,54.0
78867,2408,New Zealand,New Zealand,1,20,10,7.5,Harare,187,104,53.0
35373,742,New Zealand,Australia,0,60,9,12.0,Sydney,200,90,53.0
59720,2222,Sri Lanka,Sri Lanka,0,161,1,8.19,Southampton,163,2,52.0
16831,221,New Zealand,India,4,77,10,10.74,Auckland,203,77,55.0
27997,504,Bangladesh,Australia,0,26,9,5.03,Dhaka,131,89,60.0
84081,2464,New Zealand,New Zealand,1,194,7,10.21,London,201,6,62.0
35961,752,New Zealand,Sri Lanka,0,139,5,7.65,Sydney,167,11,66.0
38807,867,India,West Indies,4,103,8,9.81,Lauderhill,191,57,67.0
61179,2238,Sri Lanka,Sri Lanka,2,183,7,12.48,Johannesburg,260,32,61.0
75994,2379,Pakistan,South Africa,4,111,4,6.05,Abu Dhabi,120,10,61.0
8010,86,Sri Lanka,Bangladesh,6,105,9,10.16,Colombo,214,58,59.0
62044,2245,South Africa,England,0,91,6,6.58,Cape Town,154,37,57.0
826,11,New Zealand,Bangladesh,2,79,7,6.58,Mount Maunganui,194,48,54.0
96982,2616,England,Pakistan,1,156,2,8.21,Dubai,172,6,58.0
75367,2372,Australia,England,0,101,8,7.48,Adelaide,157,39,52.0
84465,2470,New Zealand,New Zealand,0,9,10,4.5,Durban,86,108,50.0
88796,2513,Sri Lanka,Sri Lanka,1,41,9,6.83,Dubai,145,84,55.0
80485,2425,West Indies,West Indies,0,158,5,8.54,Pallekele,179,9,51.0
448,8,India,India,2,75,7,6.0,Harare,138,45,50.0
101099,2664,New Zealand,New Zealand,1,141,4,7.83,Delhi,153,12,44.0
70384,2323,New Zealand,New Zealand,1,47,10,8.81,Colombo,170,88,43.0
43830,1071,West Indies,South Africa,1,239,5,12.69,Centurion,258,7,43.0
91180,2548,Australia,West Indies,1,76,7,8.29,Mirpur,178,65,43.0
102756,2697,Sri Lanka,Australia,1,101,3,6.12,Colombo,128,21,43.0
8576,91,Pakistan,West Indies,0,18,10,9.82,Karachi,203,109,43.0
91810,2555,Sri Lanka,Sri Lanka,0,50,7,5.77,Chittagong,119,68,40.0
97763,2623,Sri Lanka,Sri Lanka,0,37,8,6.0,Auckland,142,83,34.0
81093,2430,South Africa,South Africa,1,111,5,6.28,Colombo,146,14,38.0
45962,1221,South Africa,Australia,0,7,9,6.0,Durban,190,113,33.0
75853,2378,New Zealand,Sri Lanka,1,63,4,4.91,Lauderhill,81,43,32.0
39969,981,Bangladesh,New Zealand,1,97,5,6.0,Christchurch,137,23,27.0
5153,57,Pakistan,New Zealand,0,181,8,9.78,Auckland,201,9,26.0
35508,744,Pakistan,India,3,35,8,5.53,Melbourne,159,82,26.0
16231,216,New Zealand,England,0,4,10,2.18,Christchurch,153,109,25.0
54047,1732,South Africa,West Indies,2,25,7,5.36,Tarouba,174,92,50.0
14600,198,England,England,1,9,10,9.0,Durban,204,114,48.0
79476,2413,West Indies,West Indies,4,19,10,7.12,Mirpur,132,104,51.0
57852,1916,India,South Africa,0,0,9,0.0,Centurion,219,117,51.0
54116,1732,South Africa,West Indies,1,112,5,7.07,Tarouba,174,25,54.0
68220,2303,Sri Lanka,Sri Lanka,4,118,7,7.61,Nottingham,158,27,55.0
36375,760,Pakistan,South Africa,0,40,8,7.74,Sydney,185,89,58.0
42076,1006,India,Pakistan,0,146,5,8.67,Dubai,181,19,55.0
8378,89,Sri Lanka,Bangladesh,1,50,5,5.17,Colombo,159,62,49.0
79865,2419,West Indies,West Indies,0,174,4,9.24,Colombo,191,7,52.0
71949,2340,Sri Lanka,Sri Lanka,0,2,10,2.0,Barbados,195,114,52.0
73156,2349,Sri Lanka,Sri Lanka,1,87,6,5.74,St Lucia,128,29,55.0
39422,977,India,New Zealand,1,51,9,7.46,Mount Maunganui,191,79,55.0
82785,2445,West Indies,Australia,1,113,7,10.76,Barbados,160,57,53.0
94197,2577,New Zealand,Pakistan,1,56,8,5.89,Dubai,144,63,50.0
850,11,New Zealand,Bangladesh,0,129,7,8.06,Mount Maunganui,194,24,45.0
65429,2276,Australia,South Africa,0,39,9,10.17,Melbourne,182,97,45.0
73336,2351,Australia,England,1,10,7,4.0,Barbados,147,105,45.0
42227,1008,Pakistan,Sri Lanka,1,1,10,3.0,Dubai,121,118,45.0
98913,2639,South Africa,Sri Lanka,2,17,10,11.33,Cape Town,169,111,44.0
95092,2585,South Africa,South Africa,1,121,7,8.54,Mirpur,169,35,48.0
46864,1228,Australia,West Indies,1,60,8,9.47,Adelaide,241,82,47.0
92009,2557,West Indies,West Indies,0,4,10,6.0,Mirpur,166,116,43.0
43445,1057,New Zealand,England,1,74,9,8.38,Birmingham,202,67,43.0
51217,1531,West Indies,New Zealand,6,124,1,6.7,Tarouba,149,9,39.0
30770,568,Australia,England,1,23,6,3.45,Dubai,125,80,36.0
68343,2304,South Africa,South Africa,0,99,7,6.25,Nottingham,130,25,37.0
67902,2301,England,West Indies,4,32,9,7.68,London,161,95,34.0
5237,58,Pakistan,New Zealand,0,89,8,7.52,Mount Maunganui,181,49,37.0
4109,45,Bangladesh,Bangladesh,2,169,5,9.22,Colombo,176,10,35.0
22550,423,Pakistan,England,6,35,10,8.4,Manchester,154,95,31.0
23181,428,England,India,0,51,9,7.12,Ahmedabad,164,77,34.0
78870,2408,New Zealand,New Zealand,1,27,10,8.53,Harare,187,101,33.0
17250,224,India,India,1,114,4,7.43,Wellington,165,28,35.0
96692,2614,Australia,India,2,106,7,8.59,Sydney,197,46,33.0
100562,2660,New Zealand,New Zealand,1,69,8,5.83,Kolkata,145,49,31.0
20486,402,New Zealand,West Indies,1,15,10,6.92,Mount Maunganui,238,107,31.0
89575,2525,England,India,6,83,7,7.66,Birmingham,180,55,30.0
20353,393,Australia,India,4,173,7,9.35,Sydney,186,9,31.0
79188,2410,Pakistan,Pakistan,1,108,5,6.82,Dubai,144,25,27.0
2568,25,New Zealand,Australia,0,59,6,4.92,Sydney,117,48,27.0
41506,1000,Pakistan,England,4,26,8,6.5,Lahore,169,96,27.0
13321,145,West Indies,England,1,160,3,8.07,Gros Islet,160,1,27.0
4495,52,Sri Lanka,India,0,5,10,3.75,Colombo,170,112,27.0
20985,407,New Zealand,Australia,0,0,9,0.0,Christchurch,184,116,28.0
32014,584,New Zealand,Australia,1,97,8,7.46,Dubai,172,42,29.0
91761,2555,Sri Lanka,Sri Lanka,6,12,10,14.4,Chittagong,119,115,30.0
8274,88,India,Bangladesh,1,93,9,7.15,Colombo,176,42,29.0
12772,141,Pakistan,New Zealand,1,94,9,6.8,Dubai,166,37,34.0
70437,2323,New Zealand,New Zealand,1,119,8,8.4,Colombo,170,35,30.0
1936,20,West Indies,West Indies,1,145,9,13.81,Lauderhill,245,57,29.0
89569,2525,England,India,0,75,7,7.63,Birmingham,180,61,29.0
42349,1009,Sri Lanka,Pakistan,0,1,10,3.0,Dubai,170,118,28.0
5643,64,England,Australia,1,213,6,11.21,Birmingham,221,6,29.0
36918,767,India,England,1,90,7,6.35,Adelaide,168,35,25.0
77790,2396,Australia,India,1,50,7,6.98,Melbourne,131,77,23.0
63766,2259,India,India,1,46,5,4.31,Melbourne,74,56,24.0
32091,605,India,England,0,50,8,9.68,Southampton,198,89,25.0
63973,2261,Australia,Australia,1,61,8,8.51,Mumbai,166,77,29.0
85201,2476,New Zealand,England,0,18,9,4.5,Wellington,139,96,29.0
18528,278,England,Pakistan,1,8,9,3.43,Manchester,131,106,30.0
28004,504,Bangladesh,Australia,1,34,9,5.37,Dhaka,131,82,31.0
67521,2298,New Zealand,Pakistan,1,15,10,12.86,London,99,113,35.0
89645,2526,Sri Lanka,Sri Lanka,0,24,10,9.6,London,183,105,31.0
46377,1224,West Indies,England,0,62,7,7.91,St George's,222,73,31.0
76359,2384,New Zealand,Pakistan,4,152,6,8.85,Hamilton,185,17,31.0
9392,110,Pakistan,Australia,0,159,5,8.83,Harare,194,12,31.0
59828,2223,Australia,South Africa,0,163,8,9.78,Brisbane,209,20,31.0
61303,2239,England,England,1,102,5,6.95,Cape Town,135,32,32.0
35814,749,South Africa,Bangladesh,4,174,8,11.86,Sydney,205,32,32.0
38974,868,India,West Indies,1,145,6,9.06,Lauderhill,188,24,43.0
70765,2326,Australia,Pakistan,1,61,8,8.13,Melbourne,127,75,43.0
5666,65,England,India,2,28,10,9.88,Manchester,159,103,48.0
29783,559,Bangladesh,Sri Lanka,1,58,8,7.25,Sharjah,171,72,51.0
86285,2485,West Indies,West Indies,0,54,8,6.89,Mirpur,197,73,50.0
96779,2615,England,Pakistan,0,40,7,6.49,Dubai,160,83,50.0
40272,984,Bangladesh,Pakistan,0,18,9,4.91,Christchurch,173,98,50.0
96654,2614,Australia,India,1,58,9,9.41,Sydney,197,83,50.0
40962,995,Pakistan,England,1,120,7,7.91,Karachi,158,29,51.0
10927,126,Bangladesh,West Indies,4,145,6,8.61,Lauderhill,171,19,51.0
81916,2437,West Indies,West Indies,1,77,8,7.33,Colombo,205,57,51.0
71747,2338,South Africa,South Africa,1,54,9,7.2,Barbados,170,75,52.0
95291,2587,New Zealand,New Zealand,0,65,9,9.07,Centurion,177,77,50.0
49302,1343,Pakistan,New Zealand,1,36,9,4.8,Christchurch,134,75,52.0
53526,1728,Pakistan,South Africa,1,9,10,4.15,Centurion,206,107,52.0
43522,1058,England,New Zealand,0,5,10,3.75,Nottingham,175,112,52.0
72904,2347,India,Sri Lanka,2,119,8,8.5,St Lucia,163,36,49.0
77127,2391,South Africa,Australia,0,1,10,1.2,Cape Town,146,115,53.0
66340,2286,England,Pakistan,0,99,8,9.28,London,185,56,54.0
37071,768,Pakistan,England,0,127,4,6.99,Melbourne,137,11,50.0
56447,1827,Sri Lanka,India,1,95,8,8.03,Kandy,161,49,47.0
96636,2614,Australia,India,1,25,9,7.14,Sydney,197,99,45.0
77854,2396,Australia,India,0,119,4,6.8,Melbourne,131,15,40.0
102014,2688,Bangladesh,Sri Lanka,1,62,7,5.81,Mirpur,147,56,41.0
73261,2350,Pakistan,Pakistan,1,89,9,8.09,St Lucia,191,54,43.0
65498,2276,Australia,South Africa,0,145,6,9.67,Melbourne,182,30,43.0
75862,2378,New Zealand,Sri Lanka,0,68,3,4.74,Lauderhill,81,34,44.0
102309,2691,Pakistan,Pakistan,1,108,4,5.84,Mirpur,129,9,44.0
80706,2427,India,India,0,101,5,6.81,Colombo,140,31,49.0
53552,1728,Pakistan,South Africa,0,45,9,7.3,Centurion,206,83,44.0
32966,612,Bangladesh,Pakistan,0,16,8,5.65,Dhaka,108,103,40.0
31348,575,Sri Lanka,West Indies,1,49,9,7.95,Abu Dhabi,189,83,40.0
25939,466,South Africa,West Indies,1,100,7,8.33,St George's,160,48,42.0
14067,173,Sri Lanka,Sri Lanka,1,56,8,6.46,Melbourne,142,68,39.0
98771,2637,South Africa,Sri Lanka,4,93,7,11.39,Centurion,126,71,37.0
12482,139,Pakistan,New Zealand,2,33,8,5.08,Abu Dhabi,148,81,37.0
3082,29,New Zealand,Australia,1,159,8,11.63,Auckland,243,38,38.0
88826,2513,Sri Lanka,Sri Lanka,1,64,7,6.0,Dubai,145,56,39.0
60213,2226,Australia,England,0,204,5,10.64,Sydney,221,5,39.0
100634,2661,England,Sri Lanka,0,14,9,3.82,Delhi,171,98,41.0
72878,2347,India,Sri Lanka,1,85,9,8.64,St Lucia,163,61,41.0
49325,1343,Pakistan,New Zealand,4,73,8,6.44,Christchurch,134,52,40.0
102659,2697,Sri Lanka,Australia,1,6,10,9.0,Colombo,128,116,40.0
44057,1073,Pakistan,New Zealand,0,131,4,9.14,Lahore,182,34,42.0
26341,469,West Indies,South Africa,1,102,4,6.31,St George's,167,23,41.0
85054,2474,England,England,5,214,3,10.7,Auckland,214,0,42.0
15164,202,Australia,Australia,1,115,10,11.31,Cape Town,193,59,42.0
97650,2622,New Zealand,Sri Lanka,1,70,10,9.33,Mount Maunganui,182,75,43.0
30347,563,Bangladesh,England,1,120,3,6.26,Abu Dhabi,124,5,39.0
95335,2587,New Zealand,New Zealand,4,119,6,8.5,Centurion,177,36,38.0
18968,281,Sri Lanka,Sri Lanka,1,150,7,8.82,Lahore,165,18,40.0
66203,2285,South Africa,South Africa,1,86,10,9.38,London,211,65,39.0
4600,52,Sri Lanka,India,1,147,3,8.02,Colombo,170,10,34.0
93247,2569,Pakistan,Pakistan,1,2,10,4.0,Dubai,96,117,34.0
51902,1550,India,Australia,6,66,9,10.7,Gros Islet,205,83,33.0
56771,1830,New Zealand,Sri Lanka,0,14,9,4.94,Mount Maunganui,186,103,36.0
56356,1826,India,Sri Lanka,1,186,6,10.73,Kandy,213,16,41.0
8865,93,West Indies,Pakistan,1,53,9,5.89,Karachi,153,66,47.0
83470,2460,India,India,0,1,10,2.0,Pallekele,155,117,48.0
17022,222,New Zealand,India,0,121,6,6.54,Auckland,132,9,44.0
93870,2574,New Zealand,Pakistan,1,116,5,6.96,Dubai,135,20,43.0
16910,222,New Zealand,India,0,0,10,0.0,Auckland,132,118,43.0
78313,2402,India,England,1,82,4,6.23,Kolkata,120,41,43.0
80889,2429,West Indies,West Indies,1,15,10,3.46,Pallekele,129,94,40.0
35660,747,Sri Lanka,Australia,1,66,9,6.19,Perth,157,56,40.0
89681,2526,Sri Lanka,Sri Lanka,4,73,8,8.76,London,183,70,40.0
57083,1832,Pakistan,New Zealand,0,60,5,4.86,Christchurch,91,46,40.0
62323,2247,New Zealand,New Zealand,1,150,2,8.04,Durban,164,8,36.0
96861,2615,England,Pakistan,3,158,6,8.03,Dubai,160,2,36.0
74476,2360,Pakistan,Pakistan,1,79,8,7.29,Dubai,153,55,37.0
70630,2325,West Indies,West Indies,0,34,8,6.38,Sydney,138,88,42.0
35082,713,Pakistan,West Indies,6,141,4,7.91,Karachi,172,13,47.0
25876,466,South Africa,West Indies,4,13,10,7.09,St George's,160,109,47.0
98075,2625,Pakistan,Pakistan,1,128,7,7.92,Hamilton,168,23,48.0
33130,613,Bangladesh,Pakistan,0,48,8,4.97,Dhaka,124,62,53.0
80166,2423,Bangladesh,Pakistan,1,63,8,9.69,Pallekele,175,81,50.0
51343,1543,West Indies,England,1,158,5,8.7,Gros Islet,180,11,49.0
16946,222,New Zealand,India,1,49,9,7.95,Auckland,132,83,49.0
55487,1803,India,Bangladesh,0,193,5,10.92,Delhi,221,14,53.0
77391,2393,Sri Lanka,Australia,6,22,9,7.33,Pallekele,198,102,53.0
16347,217,New Zealand,England,1,3,10,3.0,Wellington,176,114,53.0
85698,2480,Australia,Sri Lanka,0,31,9,5.03,Sydney,137,83,50.0
89928,2528,New Zealand,New Zealand,0,53,7,6.12,Pallekele,142,68,44.0
39845,980,New Zealand,Pakistan,1,125,7,7.81,Christchurch,147,24,38.0
60979,2236,West Indies,West Indies,1,16,9,5.33,Johannesburg,164,102,62.0
18374,276,Australia,England,1,126,5,7.13,Southampton,157,14,65.0
32318,607,England,India,0,2,10,2.4,Nottingham,215,115,71.0
88867,2513,Sri Lanka,Sri Lanka,4,114,6,6.58,Dubai,145,16,74.0
21301,409,Australia,New Zealand,2,100,8,8.57,Wellington,208,50,72.0
95986,2606,South Africa,Australia,2,176,4,9.35,Johannesburg,204,7,66.0
100512,2660,New Zealand,New Zealand,1,24,10,6.86,Kolkata,145,99,65.0
98736,2637,South Africa,Sri Lanka,0,30,8,10.59,Centurion,126,103,66.0
71227,2332,Australia,Pakistan,2,39,10,9.0,St Lucia,191,94,62.0
17054,223,India,India,1,33,10,8.61,Hamilton,179,97,63.0
46235,1223,West Indies,England,0,33,10,7.07,St George's,176,92,66.0
22347,421,Pakistan,England,1,109,10,9.21,Nottingham,232,49,63.0
46351,1224,West Indies,England,1,24,8,6.86,St George's,222,99,64.0
81708,2435,India,South Africa,0,119,5,7.0,Colombo,152,18,62.0
82706,2444,West Indies,Australia,1,138,5,7.67,St Lucia,150,12,58.0
11007,127,Bangladesh,West Indies,0,97,7,9.7,Lauderhill,184,60,54.0
90938,2546,South Africa,South Africa,1,93,6,9.0,Chittagong,145,58,52.0
26606,471,West Indies,Australia,4,124,5,6.95,Gros Islet,145,13,56.0
54815,1738,England,West Indies,1,142,7,10.14,Gros Islet,218,36,52.0
84180,2466,Australia,Australia,6,178,8,12.0,Southampton,248,31,52.0
14837,199,South Africa,England,1,203,5,10.68,Centurion,222,6,46.0
70705,2325,West Indies,West Indies,1,105,3,6.0,Sydney,138,15,47.0
18957,281,Sri Lanka,Sri Lanka,1,127,8,8.37,Lahore,165,29,43.0
69594,2316,Sri Lanka,India,1,158,6,9.03,Colombo,171,15,47.0
65897,2283,Australia,West Indies,0,1,9,1.5,London,169,116,47.0
21402,410,Australia,New Zealand,1,48,8,5.88,Wellington,156,71,38.0
26766,473,Australia,West Indies,1,26,10,8.67,Gros Islet,141,102,39.0
53529,1728,Pakistan,South Africa,0,13,10,4.88,Centurion,206,104,40.0
67204,2295,Sri Lanka,Sri Lanka,1,84,9,8.69,London,150,62,41.0
17169,224,India,India,0,22,9,8.8,Wellington,165,105,40.0
54090,1732,South Africa,West Indies,1,68,5,5.75,Tarouba,174,49,39.0
12845,142,West Indies,India,0,31,7,5.47,Kolkata,109,86,39.0
4882,55,New Zealand,West Indies,0,179,9,12.34,Mount Maunganui,243,33,42.0
23603,431,India,England,1,162,8,10.45,Ahmedabad,224,27,39.0
42287,1008,Pakistan,Sri Lanka,1,65,8,6.72,Dubai,121,62,39.0
36583,762,Sri Lanka,England,0,130,5,6.96,Sydney,141,8,38.0
9755,116,South Africa,Pakistan,1,134,7,7.81,Johannesburg,188,17,38.0
77773,2396,Australia,India,2,30,8,6.67,Melbourne,131,93,40.0
36478,762,Sri Lanka,England,1,13,10,8.67,Sydney,141,111,41.0
26807,473,Australia,West Indies,1,64,8,6.98,Gros Islet,141,65,39.0
2575,25,New Zealand,Australia,0,62,5,4.77,Sydney,117,42,35.0
9945,118,Sri Lanka,Sri Lanka,0,46,7,6.73,Cape Town,134,79,31.0
60007,2225,South Africa,Australia,0,48,10,8.73,Johannesburg,201,87,29.0
10454,123,Australia,India,1,2,9,2.4,Melbourne,132,115,32.0
82344,2441,South Africa,South Africa,0,0,9,0.0,Manchester,77,119,37.0
52945,1644,New Zealand,Pakistan,1,134,6,9.03,Lahore,178,31,42.0
44155,1074,Pakistan,New Zealand,0,98,10,9.48,Lahore,192,58,45.0
5585,64,England,Australia,0,108,8,11.37,Birmingham,221,63,47.0
71533,2336,Australia,Bangladesh,2,73,4,5.28,Barbados,141,37,50.0
2420,24,West Indies,West Indies,1,31,7,3.88,Abu Dhabi,103,72,53.0
20478,402,New Zealand,West Indies,0,4,10,4.0,Mount Maunganui,238,114,53.0
38381,864,India,West Indies,1,17,10,10.2,Tarouba,190,110,55.0
83197,2457,West Indies,West Indies,0,124,6,7.75,Lauderhill,177,24,55.0
92238,2558,Sri Lanka,West Indies,1,128,5,7.11,Mirpur,160,12,59.0
87628,2503,West Indies,England,1,26,10,8.21,Barbados,170,101,60.0
72572,2345,Pakistan,South Africa,4,4,10,12.0,St Lucia,148,118,59.0
25832,465,India,Sri Lanka,0,55,4,3.71,Colombo,81,31,57.0
95660,2590,Sri Lanka,Pakistan,2,48,8,8.23,Colombo,172,85,56.0
70339,2322,New Zealand,New Zealand,1,127,4,6.99,Colombo,141,11,60.0
97978,2625,Pakistan,Pakistan,0,7,10,7.0,Hamilton,168,114,61.0
98827,2638,South Africa,Sri Lanka,1,46,7,6.42,Johannesburg,113,77,64.0
21273,409,Australia,New Zealand,2,62,9,8.65,Wellington,208,77,61.0
8885,93,West Indies,Pakistan,1,78,8,6.32,Karachi,153,46,61.0
69534,2316,Sri Lanka,India,0,66,9,8.08,Colombo,171,71,55.0
16419,217,New Zealand,England,0,116,6,9.16,Wellington,176,44,49.0
28457,508,Bangladesh,Australia,1,1,10,6.0,Dhaka,122,119,44.0
76287,2384,New Zealand,Pakistan,0,43,9,7.59,Hamilton,185,86,45.0
23277,429,India,England,0,7,9,2.62,Ahmedabad,156,104,44.0
79942,2420,Pakistan,Pakistan,1,108,9,9.39,Pallekele,177,51,42.0
40620,986,Sri Lanka,New Zealand,0,181,5,9.28,Auckland,196,3,36.0
10905,126,Bangladesh,West Indies,4,100,7,7.59,Lauderhill,171,41,40.0
63191,2254,India,India,1,127,6,7.26,Durban,153,15,50.0
5074,57,Pakistan,New Zealand,1,58,10,9.16,Auckland,201,82,52.0
21537,411,Australia,New Zealand,0,74,9,7.53,Wellington,142,61,55.0
8286,88,India,Bangladesh,2,117,9,7.8,Colombo,176,30,54.0
49191,1342,Pakistan,New Zealand,1,70,8,7.12,Christchurch,158,61,58.0
3270,31,New Zealand,Australia,1,36,10,12.71,Auckland,150,103,58.0
46831,1228,Australia,West Indies,0,10,10,7.5,Adelaide,241,112,57.0
41911,1004,Bangladesh,Sri Lanka,4,85,7,8.5,Dubai,183,60,59.0
33151,613,Bangladesh,Pakistan,4,78,8,5.92,Dhaka,124,41,59.0
26071,467,South Africa,West Indies,0,122,7,9.15,St George's,166,40,65.0
86522,2487,India,Pakistan,2,51,9,8.05,Ahmedabad,192,82,60.0
48031,1329,Australia,England,0,144,5,10.29,Southampton,179,36,57.0
98835,2638,South Africa,Sri Lanka,6,57,7,6.84,Johannesburg,113,70,57.0
93048,2567,South Africa,West Indies,2,67,8,7.31,Cape Town,165,65,57.0
90605,2542,West Indies,West Indies,1,90,6,5.29,Mirpur,129,18,58.0
23473,430,India,England,1,121,6,8.44,Ahmedabad,185,34,61.0
102590,2696,Australia,Australia,1,99,9,10.61,Pallekele,263,64,61.0
27866,484,Australia,Sri Lanka,0,11,9,2.44,Melbourne,154,93,61.0
91836,2555,Sri Lanka,Sri Lanka,1,76,6,5.92,Chittagong,119,43,61.0
9468,112,Australia,Pakistan,2,100,9,9.52,Harare,183,57,59.0
98972,2639,South Africa,Sri Lanka,1,89,9,7.97,Cape Town,169,53,58.0
59938,2224,West Indies,West Indies,0,80,5,5.52,Auckland,126,33,61.0
69357,2314,New Zealand,West Indies,1,189,3,9.78,Hamilton,191,4,61.0
79684,2417,New Zealand,New Zealand,4,138,8,8.36,Pallekele,191,21,61.0
16864,221,New Zealand,India,1,119,7,9.39,Auckland,203,44,56.0
91168,2548,Australia,West Indies,1,51,7,7.12,Mirpur,178,77,52.0
